lemma,pos,sentiment,category,source_en,verified
oznaczyć,ADJ,negative,negative,mislabeled;mislabelled,auto
oznakowanie,NOUN,negative,negative,mislabel;mislabeling,auto
oznakować,ADJ,negative,negative,misbranded,auto
pakt,NOUN,negative,constraining,covenants,auto
panika,NOUN,negative,negative,panic;panics,auto
para,NOUN,negative,litigious,para;pari,auto
pass,NOUN,negative,litigious,passu,auto
petycja,NOUN,negative,litigious,petition;petitioned;petitioner;petitioners;petitioning;petitions,auto
pewny,ADJ,positive,positive,confident,auto
pełnomocnik,NOUN,negative,litigious,attorney,auto
pielęgnacja,NOUN,negative,uncertainty,tending,auto
pieniężnie,ADV,negative,litigious,pecuniarily,auto
pierwszeństwo,NOUN,positive,positive,preeminence,auto
pikieta,NOUN,negative,negative,picket,auto
pikietować,ADJ,negative,negative,picketed,auto
pikietować,NOUN,negative,negative,picketing,auto
pilnie,ADV,positive,positive,diligently,auto
pilność,NOUN,negative,negative,urgency,auto
pilny,ADJ,negative,negative,urgent,auto
pisać,ADJ,negative,uncertainty,unwritten,auto
pisać,VERB,negative,litigious,writ,auto
pismo,NOUN,negative,negative,pleading;pleadings;writs,auto
pięknie,ADV,positive,positive,beautifully,auto
piękny,ADJ,positive,positive,beautiful,auto
plać,VERB,negative,negative,taints,auto
pochwalać,VERB,negative,negative,disapproves,auto
pochwalić,ADJ,positive,positive,complimented,auto
pociągający,ADJ,negative,constraining,entailing,auto
pociągać,VERB,negative,constraining,entail;entailed;entails,auto
podatność,NOUN,negative,negative,susceptibility;vulnerabilities;vulnerability,auto
podatny,ADJ,negative,negative,prone;susceptible,auto
podciąć,NOUN,negative,negative,undercuts,auto
podcąć,NOUN,negative,negative,undercut;undercutting,auto
poddany,ADJ,negative,negative,subjected,auto
poddać,NOUN,negative,negative,subjecting;subjection,auto
podejrzany,ADJ,negative,negative,suspect;suspected;suspects;suspicious,auto
podejrzewać,ADJ,negative,negative,unsuspecting,auto
podejrzeć,NOUN,negative,negative,suspicion;suspicions,auto
podejrzliwie,ADV,negative,negative,suspiciously,auto
podekscytować,ADJ,positive,positive,excited,auto
podkreślać,NOUN,negative,negative,stressing,auto
podnaj,NOUN,negative,litigious,subleasehold,auto
podnajemcać,NOUN,negative,litigious,subleasee,auto
podnajemiec,NOUN,negative,litigious,sublessors,auto
podniecenie,NOUN,positive,positive,excitement,auto
podpora,NOUN,positive,positive,bolsters,auto
podpunkta,NOUN,negative,litigious,subclauses,auto
podrobić,ADJ,negative,negative,counterfeited,auto
podrozdzieć,NOUN,negative,litigious,subclause,auto
podróbka,NOUN,negative,negative,counterfeit;counterfeits,auto
podstępność,NOUN,negative,negative,deceitfulness,auto
podstępny,ADJ,negative,negative,deceitful,auto
podważać,NOUN,negative,negative,undermining,auto
podważać,VERB,negative,negative,undermine;undermines,auto
podważyć,ADJ,negative,negative,undermined,auto
podyktować,ADJ,negative,constraining,dictated,auto
podziać,NOUN,negative,negative,breakdown,auto
podżegać,NOUN,negative,negative,abetting,auto
pogardać,NOUN,negative,negative,contempt,auto
pogarszać,ADJ,negative,negative,deteriorating,auto
pogarszać,VERB,negative,negative,aggravates;deteriorates;worsens,auto
pogodzić,NOUN,negative,negative,irreconcilable;irreconcilably,auto
pogorszenie,NOUN,negative,negative,aggravation;deterioration;deteriorations;worsening,auto
pogorszyć,VERB,negative,negative,deteriorate;deteriorated;worsen;worsened,auto
pogłoska,NOUN,negative,uncertainty,rumors,auto
pojawiać,VERB,negative,uncertainty,appear;appears,auto
pojawić,NOUN,negative,uncertainty,appearing,auto
pojawić,VERB,negative,uncertainty,appeared,auto
pojednawczyć,VERB,negative,negative,conciliating,auto
pojemność,NOUN,negative,negative,overcapacities,auto
pokonać,ADJ,negative,litigious,defeated;overcome;defeased;undefeased,auto
pokonać,NOUN,negative,negative,defeating,auto
pokonywać,VERB,negative,negative,overcomes,auto
pokłość,NOUN,negative,negative,aftermath;aftermaths,auto
pomijać,VERB,negative,negative,omits,auto
pominąć,ADJ,negative,negative,foregone;missed;omitted,auto
pominąć,ADV,negative,negative,omitting,auto
pominąć,VERB,negative,negative,omit,auto
pomysłowość,NOUN,positive,positive,ingenuity;inventiveness,auto
pomysłowy,ADJ,positive,positive,inventive,auto
pomyłka,NOUN,negative,negative,missteps;mistaken;mistaking,auto
poniżej,ADV,negative,litigious,hereinbelow;hereunder;thereunder,auto
ponuro,ADV,negative,negative,dismally,auto
ponury,ADJ,negative,negative,dismal,auto
popełniać,ADJ,negative,negative,perpetrating,auto
popełniać,VERB,negative,negative,perpetrate;perpetrates,auto
popełnić,ADJ,negative,negative,perpetrated,auto
poprawa,NOUN,positive,positive,improve;improvement;improving,auto
poprawiać,VERB,positive,positive,improves,auto
poprawić,ADJ,negative,negative,corrected;revised,auto
poprawka,NOUN,negative,litigious,amend;amendment;amendments;amends,auto
poprzednik,NOUN,negative,litigious,antecedent;antecedents,auto
popularność,NOUN,positive,positive,popularity,auto
popularny,ADJ,positive,positive,popular,auto
porażka,NOUN,negative,litigious,defeat;defeats;defeasance;defeasances;defease;defeasement;defeases;defeasing,auto
porzucać,VERB,negative,negative,abandons,auto
porzucić,NOUN,negative,negative,abandoning;abandonment,auto
poręczenie,NOUN,negative,litigious,bailment;sureties;surety,auto
poręczyciel,NOUN,negative,litigious,nonguarantor,auto
posiadacz,NOUN,negative,litigious,claimholder;contractholder,auto
posiadać,NOUN,negative,litigious,possessory,auto
postanowienie,NOUN,negative,constraining,stipulations,auto
postkontrakt,NOUN,negative,litigious,postcontract,auto
postęp,NOUN,positive,positive,advancement;advancements;advances;advancing;progress;progresses;progressing;furtherance,auto
postępowanie,NOUN,negative,negative,conciliation;conciliations;misconduct,auto
poszkodowany,ADJ,negative,litigious,harmed;aggrieved,auto
potwierdzać,VERB,negative,litigious,disaffirms,auto
potwierdzić,ADJ,negative,litigious,unconfirmed;disaffirmed,auto
potwierdzić,NOUN,negative,litigious,affirmance,auto
potępiać,ADJ,negative,litigious,condemning;condemnor,auto
potępiać,VERB,negative,negative,condemns,auto
potępić,ADJ,negative,negative,condemned,auto
potępić,NOUN,negative,negative,condemn;condemnation;condemnations,auto
powagać,VERB,negative,negative,seriousness,auto
poważnie,ADV,negative,negative,seriously;severely,auto
poważny,ADJ,negative,negative,serious;severe,auto
powodowiedzieć,VERB,negative,litigious,plaintiffs;claimants,auto
powodzenie,NOUN,positive,positive,successfully,auto
powoli,ADV,negative,negative,slowly;sluggishly,auto
powolność,NOUN,negative,negative,slowness,auto
powolny,ADJ,negative,negative,slow;sluggish,auto
powstać,NOUN,negative,negative,insurrections,auto
powstrzymywać,VERB,negative,constraining,refraining,auto
powyżej,ADV,negative,litigious,hereinabove,auto
powód,NOUN,negative,litigious,plaintiff;claimant,auto
powództwo,NOUN,negative,negative,counterclaim,auto
powściągliwość,NOUN,negative,constraining,restraint,auto
powściągliwy,ADJ,negative,constraining,restrained,auto
pozasądowo,ADV,negative,litigious,nonjudicially,auto
pozasądowy,ADJ,negative,litigious,extrajudicial;nonjudicial,auto
pozaumowny,ADJ,negative,litigious,extracontractual;noncontractual,auto
pozaustrojowy,ADJ,negative,litigious,extracorporeal,auto
pozbawiać,ADJ,negative,negative,depriving,auto
pozbawiać,VERB,negative,negative,deprive;deprives,auto
pozbawić,ADJ,negative,negative,deprived,auto
pozbawić,NOUN,negative,negative,imprisonment,auto
pozew,NOUN,negative,litigious,sue;sues;countersued;countersuit;countersuits;lawsuit;lawsuits,auto
pozorny,ADJ,negative,uncertainty,apparent,auto
pozornąć,ADV,negative,uncertainty,apparently,auto
pozować,NOUN,negative,negative,posing,auto
pozwany,ADJ,negative,negative,defendant;defendants;sued,auto
pozwolić,NOUN,negative,constraining,permission,auto
pozytywnie,ADV,positive,positive,positively,auto
pozytywny,ADJ,positive,positive,positive,auto
pozywać,ADJ,negative,negative,litigant,auto
pozywać,NOUN,negative,negative,suing,auto
pozyć,VERB,negative,negative,poses,auto
poślizg,NOUN,negative,negative,slippage;slippages,auto
pośredniczyć,ADJ,negative,litigious,mediating,auto
pośredniczyć,VERB,negative,litigious,mediate;mediates,auto
poświadczać,ADJ,negative,litigious,attesting,auto
poświadczenie,NOUN,negative,litigious,notarizations,auto
poświadczyć,ADJ,negative,litigious,attested;notarized,auto
poświęcenie,NOUN,negative,negative,sacrifice;sacrifices;sacrificing,auto
poświęcić,ADJ,negative,negative,sacrificed,auto
pożądany,ADJ,positive,positive,desirable;desired,auto
prawdopodobieństwo,NOUN,negative,uncertainty,likelihood;probabilities;probability,auto
prawdopodobnie,ADV,negative,uncertainty,conceivably;probably,auto
prawdopodobny,ADJ,negative,uncertainty,probable,auto
prawnik,NOUN,negative,litigious,jurist;jurists;lawyer;lawyers;litigator;litigators,auto
prawodawca,NOUN,negative,litigious,lawmakers;legislator,auto
prawodawstwo,NOUN,negative,litigious,legislations,auto
prać,NOUN,negative,negative,laundering,auto
pre-poprawka,NOUN,negative,litigious,preamendment,auto
predyktor,NOUN,negative,uncertainty,predictor;predictors,auto
prestiż,NOUN,positive,positive,prestige,auto
prestiżowy,ADJ,positive,positive,prestigious,auto
prima,NOUN,negative,litigious,prima,auto
proaktywnie,ADV,positive,positive,proactively,auto
proaktywny,ADJ,positive,positive,proactive,auto
probabilistyczny,ADJ,negative,uncertainty,probabilistic,auto
probacja,NOUN,negative,litigious,probate,auto
probacyjny,ADJ,negative,litigious,probational,auto
problem,NOUN,negative,negative,problem;problems,manual
problematyczny,ADJ,negative,negative,problematic;problematical,auto
prokurator,NOUN,negative,litigious,prosecutor;prosecutors,auto
prokuratorski,ADJ,negative,litigious,prosecutorial,auto
promulgacja,NOUN,negative,litigious,promulgation;promulgations,auto
promulgator,NOUN,negative,litigious,promulgator;promulgators,auto
promulgować,ADJ,negative,litigious,promulgated,auto
promulgować,VERB,negative,litigious,promulgate,auto
promulguć,ADJ,negative,litigious,promulgating,auto
proporcjonalnie,ADV,negative,litigious,ratably,auto
prorat,NOUN,negative,litigious,prorata,auto
proration,NOUN,negative,litigious,proration,auto
prosperować,ADJ,positive,positive,prospering,auto
prosperować,VERB,positive,positive,prospered;prospers,auto
protest,NOUN,negative,negative,protest;protests,auto
protestować,ADJ,negative,negative,protester;protesters;protesting;protestor;protestors,auto
protestować,VERB,negative,negative,protested,auto
prowokować,ADJ,negative,negative,provoking,auto
prowokować,VERB,negative,negative,provoke;provokes,auto
prywatnoście,NOUN,negative,litigious,privity,auto
przeanalizować,ADJ,negative,negative,scrutinized,auto
przebudować,ADJ,negative,negative,overbuilt,auto
przecena,ADJ,negative,negative,markdowns,auto
przeciwnie,ADV,negative,negative,contrary,auto
przeciwnik,NOUN,negative,negative,adversaries;adversary,auto
przeciwność,NOUN,negative,negative,adversities;adversity,auto
przeciwny,ADJ,negative,negative,opposed;opposing,auto
przeciągać,NOUN,negative,negative,drag,auto
przeciążyć,ADJ,negative,negative,overburdened;overloaded,auto
przeciążyć,NOUN,negative,negative,overburdening;overload;overloading;overloads,auto
przedmiot,NOUN,negative,litigious,chattels,auto
przedprocesowy,ADJ,negative,negative,pretrial,auto
przedpłata,NOUN,negative,litigious,prepetition,auto
przedstawiać,VERB,negative,negative,misrepresents,auto
przedwczesny,ADJ,negative,negative,premature;untimely;predeceasing,auto
przedwcześnie,ADV,negative,negative,prematurely,auto
przedłużać,NOUN,negative,negative,prolonging,auto
przedłużać,VERB,negative,negative,prolongs,auto
przedłużenie,NOUN,negative,negative,prolong;prolongation;prolongations;protraction,auto
przedłużyć,ADJ,negative,negative,prolonged,auto
przegrać,VERB,negative,negative,lose,auto
przegrywać,VERB,negative,negative,loses,auto
przejmować,VERB,negative,negative,repossesses,auto
przejrzystość,NOUN,positive,positive,transparency,auto
przejąć,ADJ,negative,negative,repossessed,auto
przekazywać,ADJ,negative,litigious,transferor,auto
przekierować,ADJ,negative,negative,diverted,auto
przekierować,NOUN,negative,negative,divert;diverting,auto
przekierowywać,VERB,negative,negative,diverts,auto
przekonanie,NOUN,negative,negative,conviction,auto
przekroczyć,ADJ,positive,positive,surpassed,auto
przekroczyć,NOUN,negative,litigious,overrun;overrunning;overruns;exceedance;exceedances;exceedences,auto
przekształcenie,NOUN,negative,negative,restatement;restatements,auto
przekształcić,ADJ,negative,negative,restated,auto
przekupić,ADJ,negative,negative,bribed,auto
przekupstwo,NOUN,negative,negative,bribery;bribing,auto
przeliczać,NOUN,negative,uncertainty,recalculating,auto
przeliczać,VERB,negative,uncertainty,recalculate;recalculates,auto
przeliczenie,NOUN,negative,uncertainty,recalculation;recalculations,auto
przeliczyć,ADJ,negative,uncertainty,recalculated,auto
przemieścić,NOUN,negative,negative,displacement,auto
przemoc,NOUN,negative,negative,violence,auto
przenieść,ADJ,negative,negative,reassigned,auto
przenieść,NOUN,negative,negative,reassign;reassignment;reassignments,auto
przeoczenie,NOUN,negative,negative,overlook,auto
przeoczyć,ADJ,negative,negative,overlooked,auto
przepadalność,NOUN,negative,litigious,forfeitability,auto
przepadek,NOUN,negative,negative,forfeit;forfeiting;forfeiture,auto
przepadk,NOUN,negative,litigious,forfeitable;nonforfeitable,auto
przepadka,NOUN,negative,negative,forfeits;forfeitures,auto
przepłacić,ADJ,negative,negative,overpaid,auto
przeregulować,NOUN,negative,litigious,reregulation,auto
przerwa,NOUN,negative,negative,breaks;interruptions;lapses,auto
przerwać,ADJ,negative,negative,discontinued;interrupted,auto
przerwać,NOUN,negative,negative,discontinuance;discontinuances;discontinuation;discontinuations;interrupts,auto
przerwać,VERB,negative,negative,break;discontinue;interrupt;interruption;outage,auto
przerywać,ADJ,negative,negative,intermittent,auto
przerywać,NOUN,negative,negative,interrupting,auto
przesadać,NOUN,negative,negative,exaggerating;exaggeration,auto
przesadzać,VERB,negative,negative,exaggerate;exaggerates,auto
przesadzić,ADJ,negative,negative,exaggerated,auto
przestarzać,VERB,negative,negative,obsolete;outdated;outmoded,auto
przestarzałość,NOUN,negative,negative,obsolescence,auto
przestać,NOUN,negative,negative,downtime,auto
przestroga,NOUN,negative,negative,cautions,auto
przestrzegać,VERB,negative,constraining,abide,auto
przestróc,NOUN,negative,negative,cautioning,auto
przestój,NOUN,negative,negative,downtimes;outages;standstills;stoppages,auto
przestępca,NOUN,negative,negative,criminals;delinquents;offenders,auto
przestępcać,NOUN,negative,negative,criminal;delinquent,auto
przestępczo,ADV,negative,negative,criminally,auto
przestępczoście,NOUN,negative,litigious,delinquency;criminality,auto
przestępstwo,NOUN,negative,negative,crime;crimes;felonies;felony;offence;offences;offending,auto
przesunąć,ADJ,negative,negative,displaced,auto
przesunąć,NOUN,negative,negative,displacements,auto
przeszacować,ADJ,negative,negative,overestimated,auto
przeszacować,NOUN,negative,negative,overestimates;overestimating;overestimation;overestimations,auto
przeszacować,VERB,negative,negative,overestimate,auto
przeszkadzać,VERB,negative,negative,disturb;disturbs;interfere;interferes;obstruct,auto
przeszkoda,NOUN,negative,negative,hinders;hindrances;impediments;obstacles;obstructions,auto
przeszkoda,VERB,negative,negative,hinder;hindrance;impediment;obstacle;obstruction,auto
przesłuchanie,NOUN,negative,litigious,questioning;interrogating;interrogation;interrogations;interrogatories;interrogatory;rehearing;rehearings,auto
przesłuchiwać,ADJ,negative,litigious,interrogated,auto
przesłuchiwać,VERB,negative,litigious,interrogate;interrogates,auto
przesłuchuć,ADJ,negative,litigious,interrogator;interrogators,auto
przewagać,VERB,negative,litigious,advantage;ascendancy,auto
przewartościować,ADJ,negative,negative,overvalued,auto
przewartościować,NOUN,negative,negative,overvaluing,auto
przewidywalność,NOUN,negative,uncertainty,predictability,auto
przewidywalny,ADJ,negative,uncertainty,predictive,auto
przewidywanie,NOUN,negative,uncertainty,anticipating;anticipation;anticipations;predicting;prediction;predictions,auto
przewidywać,ADJ,negative,uncertainty,anticipated;predicted,auto
przewidywać,VERB,negative,uncertainty,anticipate;anticipates;predict;predicts;stipulate,auto
przewidzieć,ADJ,negative,negative,unanticipated;unforeseen;unforseen;unpredicted;unforecasted;stipulated,auto
przewleknąć,VERB,negative,negative,protracted,auto
przewozyć,NOUN,negative,litigious,conveyances,auto
przewrota,NOUN,negative,negative,overturns;upturns,auto
przewrócić,NOUN,negative,negative,overturning,auto
przewyższać,ADJ,positive,positive,surpassing,auto
przewyższać,VERB,positive,positive,surpass;surpasses,auto
przewłaszczenie,NOUN,negative,negative,repossession,auto
przeznaczyć,NOUN,negative,constraining,earmark;earmarking,auto
przezwyciężać,NOUN,negative,negative,overcoming,auto
przeładować,ADJ,negative,negative,overcharged,auto
przeładować,NOUN,negative,negative,overcharge;overcharging,auto
przełom,NOUN,positive,positive,breakthrough,auto
przełoć,NOUN,positive,positive,breakthroughs,auto
przełożony,ADJ,negative,negative,postponed;superior,auto
przodek,NOUN,negative,litigious,forbears;forebear;forebears,auto
przybliżać,VERB,negative,uncertainty,approximates,auto
przybliżyć,ADJ,negative,uncertainty,approximate;approximated,auto
przybliżyć,NOUN,negative,uncertainty,approximately;approximating;approximation;approximations,auto
przydzielać,VERB,negative,negative,reassigns,auto
przydzieć,VERB,negative,litigious,assignations,auto
przygnębiać,ADJ,negative,negative,depressing,auto
przygnębiony,ADJ,negative,negative,depressed;distressed,auto
przyjazny,ADJ,positive,positive,friendly,auto
przyjemnie,ADV,positive,positive,enjoyably;pleasantly,auto
przyjemność,NOUN,positive,positive,enjoyment;pleasure,auto
przyjemny,ADJ,positive,positive,enjoyable;pleasant,auto
przymrać,VERB,negative,constraining,covenant;covenanting,auto
przymus,NOUN,negative,negative,coercing;coercion;coercive;compulsion;duress,auto
przynależność,NOUN,negative,litigious,appurtenance,auto
przynależny,ADJ,negative,litigious,appurtenant,auto
przypadkowo,ADV,negative,negative,accidentally,auto
przypadkowy,ADJ,negative,negative,accidental,auto
przypisać,NOUN,negative,litigious,reassigning;assignation,auto
przypominać,VERB,negative,negative,recalling,auto
przypomnieć,NOUN,negative,negative,recalls,auto
przypuszczalnie,ADV,negative,litigious,presumably;presumptively,auto
przypuszczać,VERB,negative,uncertainty,presume;presumes,auto
przypuszczenie,NOUN,negative,uncertainty,presuming,auto
przystanek,NOUN,negative,negative,stops,auto
przystąpić,NOUN,negative,litigious,accession,auto
przywiązanie,NOUN,negative,litigious,attornment,auto
przywołać,ADJ,negative,negative,recalled,auto
przywołać,NOUN,negative,negative,summoning,auto
przywrócony,ADJ,negative,litigious,reprorated,auto
przywództwo,NOUN,positive,positive,leadership,auto
przywłaszczyć,ADJ,negative,negative,misappropriated,auto
przywłaszczyć,NOUN,negative,negative,misappropriate;misappropriating;misappropriation,auto
przyznawać,VERB,negative,negative,concedes,auto
przyznać,ADJ,negative,negative,conceded;confessed;pleaded,auto
przyznać,NOUN,negative,negative,conceding,auto
przyznać,VERB,negative,negative,concede;confess,auto
przyzwalać,ADJ,negative,negative,acquiescing,auto
przyzwalać,VERB,negative,negative,acquiesces,auto
przyzwolenie,NOUN,negative,negative,acquiesce;acquiesced;condone,auto
przyćmić,ADJ,negative,negative,overshadowed,auto
przyćmić,NOUN,negative,negative,overshadow;overshadowing,auto
purport,NOUN,negative,negative,purport,auto
pytanie,NOUN,negative,negative,question;questions,auto
późno,ADV,negative,litigious,late;thereafter,auto
pęknąć,NOUN,negative,negative,breakage,auto
płynnie,ADV,positive,positive,smoothly,auto
quitclaim,ADJ,negative,litigious,quitclaim,auto
racjonalizacja,NOUN,negative,negative,rationalization;rationalizations;rationalizing,auto
racjonalizować,VERB,negative,negative,rationalize;rationalizes,auto
randomizacja,NOUN,negative,uncertainty,randomize;randomizing,auto
randomizować,VERB,negative,uncertainty,randomizes,auto
ranny,ADJ,negative,negative,injured,auto
rata,NOUN,negative,litigious,rata,auto
ratyfikowalny,ADJ,negative,litigious,ratable,auto
rażąco,ADV,negative,negative,egregiously;grossly,auto
receptywny,ADJ,positive,positive,receptive,auto
recesja,NOUN,negative,negative,recession,auto
recesyjny,ADJ,negative,negative,recessionary,auto
recesć,NOUN,negative,negative,recessions,auto
redagować,NOUN,negative,negative,redacting,auto
redagować,VERB,negative,negative,redact,auto
redakcja,NOUN,negative,negative,redaction;redactions,auto
redefault,NOUN,negative,negative,redefault,auto
redefaults,NOUN,negative,negative,redefaults,auto
redukcja,NOUN,negative,negative,downsizes;downsizings,auto
referendum,NOUN,negative,litigious,referenda;referendum;referendums,auto
refiles,NOUN,negative,litigious,refiles,auto
refren,NOUN,negative,constraining,refrain;refrains,auto
regres,NOUN,negative,litigious,recourse,auto
regulator,NOUN,negative,litigious,regulator;regulators,auto
regulować,VERB,negative,litigious,regulate;regulates,auto
reheard,NOUN,negative,litigious,reheard,auto
reinterpretacja,NOUN,negative,uncertainty,reinterpret;reinterpretation;reinterpretations;reinterpreting,auto
reinterpretować,ADJ,negative,uncertainty,reinterpreted,auto
reinterpretować,VERB,negative,uncertainty,reinterprets,auto
rejestracja,NOUN,negative,litigious,recordation,auto
rekieter,NOUN,negative,negative,racketeer,auto
reklamacja,NOUN,negative,negative,complaints,auto
rekompensata,NOUN,negative,litigious,recoupment;recoupments,auto
remediacja,NOUN,negative,litigious,remediating;remediation,auto
renegocjacja,NOUN,negative,negative,renegotiating;renegotiation;renegotiations,auto
renegocjować,ADJ,negative,negative,renegotiated,auto
renegocjować,VERB,negative,negative,renegotiate;renegotiates,auto
rentowność,NOUN,positive,positive,profitability,auto
reparacja,NOUN,negative,negative,reparations,auto
replewina,NOUN,negative,litigious,replevin,auto
restate,NOUN,negative,negative,restate,auto
restates,NOUN,negative,negative,restates,auto
restrukturyzacja,NOUN,negative,negative,restructure;restructures;restructuring;restructurings,auto
restrykcyjnie,ADV,negative,constraining,restrictively,auto
restrykcyjność,NOUN,negative,constraining,restrictiveness,auto
restrykcyjny,ADJ,negative,constraining,restrictive,auto
restytucja,NOUN,negative,negative,restating,auto
restytucyjny,ADJ,negative,litigious,restitutionary,auto
retendering,NOUN,negative,litigious,retendering,auto
retrocedować,ADJ,negative,litigious,retroceded,auto
retrocesjonariusz,NOUN,negative,litigious,retrocessionaires,auto
rewolucjonizować,VERB,positive,positive,revolutionizes,auto
rewolucjonizuć,ADJ,positive,positive,revolutionizing,auto
rezygnacja,NOUN,negative,negative,resignation;resignations;resigning;quitclaims;recusing,auto
rezygnować,VERB,negative,negative,foregoes;resigns;recuses,auto
roszczenie,NOUN,negative,negative,claiming;claims;counterclaimed;counterclaiming;counterclaims;claim;crossclaim;crossclaims,auto
roszczeniowy,ADJ,negative,litigious,claimable,auto
rozbieżność,NOUN,negative,negative,discrepancies;discrepancy;disgorgements,auto
rozbiórka,NOUN,negative,negative,demolition,auto
rozczarować,ADJ,negative,negative,disappointed,auto
rozczarować,NOUN,negative,negative,disappoint;disappointment;disappointments,auto
rozczarowująco,ADV,negative,negative,disappointingly,auto
rozczarowywać,ADJ,negative,negative,disappointing,auto
rozczarowywać,VERB,negative,negative,disappoints,auto
rozdzielność,NOUN,negative,litigious,severability,auto
rozdzielny,ADJ,negative,litigious,severable,auto
rozgrzeszać,VERB,negative,litigious,absolves,auto
rozgrzeszyć,ADJ,negative,litigious,absolved,auto
rozgrzeszyć,NOUN,negative,litigious,absolve;absolving,auto
rozkosać,NOUN,positive,positive,delight,auto
rozkosić,VERB,positive,positive,delights,auto
rozliczyć,ADJ,negative,negative,unaccounted,auto
rozliczyć,NOUN,negative,litigious,settlement;settlements,auto
rozmyć,NOUN,negative,litigious,demurring,auto
rozmyślność,NOUN,negative,litigious,willfulness,auto
rozpraszać,ADJ,negative,negative,distracting,auto
rozpraszać,VERB,negative,negative,distracts,auto
rozprawa,NOUN,negative,litigious,prehearing,auto
rozproszyć,ADJ,negative,negative,distracted,auto
rozproszyć,NOUN,negative,negative,distract;distraction;distractions;distraint,auto
rozrzutny,ADJ,negative,negative,wasteful,auto
rozróżnić,NOUN,positive,positive,distinctions,auto
rozstrzygać,ADJ,negative,litigious,conclusive;dispositive,auto
rozważać,ADJ,negative,negative,deliberated,auto
rozważyć,ADJ,negative,uncertainty,reconsidered,auto
rozważyć,NOUN,negative,uncertainty,reconsidering,auto
rozważyć,VERB,negative,uncertainty,reconsider,auto
rozwiedziony,ADJ,negative,negative,divorced,auto
rozwiązywać,NOUN,positive,positive,solving,auto
rozwiązywać,VERB,positive,positive,solves,auto
rozwód,NOUN,negative,negative,divorce,auto
rozładować,ADJ,negative,litigious,undischarged,auto
rozładować,VERB,negative,negative,disgorge,auto
rozładunek,NOUN,negative,negative,disgorging,auto
rozłączenie,NOUN,negative,negative,disaffiliation,auto
ruch,NOUN,negative,litigious,motions,auto
rygorystyczny,ADJ,negative,constraining,stringent;stricter,auto
ryzyko,NOUN,negative,uncertainty,risk,manual
ryzykowność,NOUN,negative,uncertainty,riskiness,auto
ryzykowny,ADJ,negative,negative,riskier;riskiest,auto
ryzykowny,NOUN,negative,uncertainty,risky;risked;risking,auto
rzadko,ADV,negative,uncertainty,seldom;seldomly,auto
rzekomo,ADV,negative,negative,allegedly;purportedly;purporting,auto
rzekoć,NOUN,negative,negative,purported,auto
równoznaczny,ADJ,negative,litigious,coterminous,auto
różnica,NOUN,negative,uncertainty,varies,auto
różnić,ADJ,negative,uncertainty,differing,auto
różnić,VERB,negative,uncertainty,differ;differed;differs;vary,auto
sabotaż,NOUN,negative,negative,sabotage,auto
sala,NOUN,negative,litigious,courtroom,auto
satysfakcja,NOUN,positive,positive,satisfaction;satisfy,auto
satysfakcjonujący,ADJ,positive,positive,rewarding;satisfying,auto
sekwestrator,NOUN,negative,litigious,sequestrator,auto
sfałszować,ADJ,negative,negative,falsified,auto
sfrustrować,ADJ,negative,negative,frustrated,auto
silny,ADJ,positive,positive,strong;stronger;strongest,auto
sić,NOUN,negative,negative,force;strength,auto
siła,NOUN,negative,litigious,majeure,auto
skandal,ADV,negative,negative,scandals,auto
skandaliczny,ADJ,negative,negative,egregious;scandalous,auto
skarga,NOUN,negative,negative,complains;grievances,auto
skargać,NOUN,negative,negative,complaint,auto
skarżyć,VERB,negative,negative,complained,auto
skarżący,NOUN,negative,litigious,complainant;complainants,auto
skazaniec,NOUN,negative,negative,convict,auto
skazany,NOUN,negative,negative,convicted;sentenced,auto
skazać,NOUN,negative,negative,taint,auto
skazić,NOUN,negative,negative,tainted,auto
skazywać,ADJ,negative,negative,convicting,auto
skażenie,NOUN,negative,negative,tainting,auto
sklasyfikować,ADJ,negative,negative,misclassified,auto
skomplikowany,ADJ,negative,negative,complicated,auto
skonfiskować,ADJ,negative,negative,confiscated;impounded,auto
skonfliktować,ADJ,negative,negative,conflicted,auto
skonfrontować,ADJ,negative,negative,confronted,auto
skorumpować,ADJ,negative,negative,corrupt;corruptly,auto
skorumpować,NOUN,negative,negative,corruptness,auto
skorzystać,VERB,positive,positive,benefited;benefitted,auto
skraść,ADJ,negative,negative,stolen,auto
skreślić,NOUN,negative,negative,delists,auto
skrzyżowanie,NOUN,negative,uncertainty,crossroad;crossroads,auto
skurcz,NOUN,negative,negative,contraction;shrinkage,auto
skurkać,NOUN,negative,negative,contractions;shrinkages,auto
skuteczny,ADJ,positive,positive,effective;efficient,auto
skwantyfikować,ADJ,negative,uncertainty,unquantified,auto
sojusz,NOUN,positive,positive,alliances,auto
sojuszyć,NOUN,positive,positive,alliance,auto
solidarnie,ADV,negative,litigious,severally,auto
sondować,NOUN,negative,litigious,probating,auto
spadek,NOUN,negative,negative,decline;declines;downturns,manual
spadkobierca,NOUN,negative,litigious,decedents;devisees,auto
spalić,ADJ,negative,negative,burned,auto
spamerzyć,VERB,negative,negative,spammers,auto
spamować,NOUN,negative,negative,spamming,auto
spać,VERB,negative,negative,spam,auto
spektakularny,ADJ,positive,positive,spectacular,auto
spektakularnąć,ADV,positive,positive,spectacularly,auto
spekulacja,NOUN,negative,uncertainty,speculating;speculation;speculations,auto
